_CAcount,_CAsum,_CAmean,_CAmin,_CAmax
3.000000000000000,6180.376037597656250,2060.125345865885265,493.729797363281250,4383.327148437500000
26.000000000000000,2300.400913238525391,88.476958201481750,45.058502197265625,144.266906738281250
16.000000000000000,1364.609470367431641,85.288091897964478,55.258640289306641,125.112121582031250
5.000000000000000,577.319541931152344,115.463908386230472,104.508758544921875,135.617263793945313
9.000000000000000,963.243022918701172,107.027002546522354,39.744232177734375,214.220855712890625
35.000000000000000,2266.718959808349609,64.763398851667134,34.720428466796875,114.779716491699219
5.000000000000000,698.686286926269531,139.737257385253912,91.937820434570313,185.077911376953125
4.000000000000000,344.960117340087891,86.240029335021973,61.605197906494141,118.611816406250000
10.000000000000000,2896.256866455078125,289.625686645507813,219.868865966796875,369.556884765625000
11.000000000000000,1964.072631835937500,178.552057439630687,88.995262145996094,349.368041992187500
17.000000000000000,19176.796447753906250,1128.046849867876745,186.028808593750000,2337.918457031250000
50.000000000000000,10562.017896652221680,211.240357933044436,23.471286773681641,655.725891113281250
4.000000000000000,760.928131103515625,190.232032775878906,167.758529663085938,220.624908447265625
41.000000000000000,11559.511405944824219,281.939302584020083,66.040290832519531,860.586669921875000
31.000000000000000,6708.597633361816406,216.406375269736003,79.154441833496094,435.047485351562500
4.000000000000000,609.824905395507813,152.456226348876953,72.668815612792969,229.849487304687500
8.000000000000000,1372.912796020507813,171.614099502563477,128.338836669921875,224.259811401367188
2.000000000000000,247.960174560546875,123.980087280273438,117.355484008789063,130.604690551757813
2.000000000000000,393.598327636718750,196.799163818359375,171.864669799804688,221.733657836914063
4.000000000000000,1509.012527465820313,377.253131866455078,154.399673461914063,498.286743164062500
6.000000000000000,1842.525787353515625,307.087631225585938,220.331802368164063,416.464172363281250
25.000000000000000,17735.919052124023438,709.436762084960947,224.234786987304688,1563.721801757812500
7.000000000000000,4315.225830078125000,616.460832868303555,319.241760253906250,770.094055175781250
9.000000000000000,3864.443786621093750,429.382642957899293,227.764190673828125,692.171203613281250
60.000000000000000,36967.469146728515625,616.124485778808548,1.000000000000000,2248.394042968750000
15.000000000000000,9248.712280273437500,616.580818684895803,300.773315429687500,1342.465942382812500
16.000000000000000,5669.115600585937500,354.319725036621094,159.190475463867188,768.963195800781250
36.000000000000000,8385.782745361328125,232.938409593370238,104.548461914062500,410.724670410156250
116.000000000000000,33792.898372888565063,291.318089421453124,1.000000000000000,1101.095581054687500
18.000000000000000,10479.538169860839844,582.196564992268918,105.828651428222656,1318.418334960937500
13.000000000000000,3421.513992309570313,263.193384023813110,95.231460571289063,372.609405517578125
24.000000000000000,5268.141738891601563,219.505905787150056,115.211326599121094,505.873321533203125
8.000000000000000,2529.133026123046875,316.141628265380859,112.674957275390625,599.288940429687500
27.000000000000000,14695.100135803222656,544.262967992711992,64.426086425781250,1516.369873046875000
2.000000000000000,361.470016479492188,180.735008239746094,170.512969970703125,190.957046508789063
1.210398229441712,148.173630344961822,122.417256354799790,93.816482543945313,150.829116821289063
18.000000000000000,4728.713783264160156,262.706321292453367,24.121932983398438,778.776672363281250
25.000000000000000,6089.543781280517578,243.581751251220709,16.819828033447266,614.480773925781250
5.000000000000000,877.096603393554688,175.419320678710932,131.467636108398438,211.257171630859375
9.000000000000000,4938.683135986328125,548.742570665147582,233.991088867187500,869.687377929687500
6.000000000000000,3624.613586425781250,604.102264404296875,258.513458251953125,793.475097656250000
17.000000000000000,5058.727970123291016,297.572233536664157,17.489444732666016,792.630493164062500
9.000000000000000,3214.280303955078125,357.142255995008668,179.234939575195313,611.404479980468750
7.000000000000000,2180.769317626953125,311.538473946707597,160.583541870117188,469.452514648437500
4.000000000000000,910.147827148437500,227.536956787109375,164.908416748046875,309.669982910156250
25.000000000000000,10385.727012634277344,415.429080505371076,120.233161926269531,912.204711914062500
