_CAcount,_CAsum,_CAmean,_CAmin,_CAmax
9.000000000000000,826.898296356201172,91.877588484022354,49.421298980712891,126.284019470214844
26.000000000000000,3432.110290527343750,132.004241943359375,52.392238616943359,203.297164916992188
2.000000000000000,411.637817382812500,205.818908691406250,201.955383300781250,209.682434082031250
3.000000000000000,345.905891418457031,115.301963806152344,100.722190856933594,137.379211425781250
8.000000000000000,3940.183776855468750,492.522972106933594,132.462860107421875,959.691650390625000
1.438879085872238,1055.511797910247424,733.565320584532287,365.249267578125000,1008.813110351562500
10.000000000000000,2215.242858886718750,221.524285888671869,75.082260131835938,338.408843994140625
10.000000000000000,1864.971141815185547,186.497114181518555,49.663669586181641,361.280517578125000
26.000000000000000,8714.239463806152344,335.163056300236633,54.026679992675781,739.417846679687500
5.000000000000000,1580.954986572265625,316.190997314453114,220.205017089843750,408.088592529296875
3.000000000000000,1157.679122924804688,385.893040974934877,194.025436401367188,556.651489257812500
3.000000000000000,533.370964050292969,177.790321350097656,126.366325378417969,228.069076538085938
7.000000000000000,3826.007476806640625,546.572496686662930,135.429870605468750,1131.306762695312500
7.000000000000000,1690.932961463928223,241.561851637704024,15.386528968811035,420.535125732421875
26.000000000000000,3654.220527648925781,140.546943371112519,91.190498352050781,243.199691772460938
7.000000000000000,812.202247619628906,116.028892517089844,102.445739746093750,143.541656494140625
2.000000000000000,195.894950866699219,97.947475433349609,86.831840515136719,109.063110351562500
27.000000000000000,4165.013618469238281,154.259763647008839,85.689804077148438,294.023498535156250
2.000000000000000,302.777770996093750,151.388885498046875,129.852630615234375,172.925140380859375
21.000000000000000,1709.438537597656250,81.401835123697921,44.275440216064453,161.492797851562500
8.000000000000000,741.874164581298828,92.734270572662354,58.328517913818359,127.749320983886719
11.000000000000000,548.865749359130859,49.896886305375531,29.559118270874023,64.506904602050781
14.000000000000000,6508.413406372070313,464.886671883719316,75.654998779296875,843.125915527343750
8.000000000000000,472.082244873046875,59.010280609130859,35.971420288085938,72.916473388671875
6.000000000000000,498.857265472412109,83.142877578735352,35.700237274169922,159.141006469726563
44.000000000000000,1827.115221023559570,41.525345932353623,16.591203689575195,77.675689697265625
4.000000000000000,2799.991638183593750,699.997909545898438,278.572143554687500,1061.216796875000000
2.000000000000000,3468.235706329345703,1734.117853164672852,37.146106719970703,3431.089599609375000
8.000000000000000,300.704931259155273,37.588116407394409,20.166828155517578,63.488433837890625
5.000000000000000,442.613769531250000,88.522753906250003,52.196262359619141,128.397918701171875
7.000000000000000,560.738534927368164,80.105504989624023,23.361009597778320,133.333892822265625
37.000000000000000,11565.797515869140625,312.589122050517290,9.179039001464844,912.250000000000000
15.000000000000000,1439.980077743530273,95.998671849568680,26.761943817138672,186.105667114257813
12.000000000000000,3325.961761474609375,277.163480122884096,125.121582031250000,415.524871826171875
5.000000000000000,1004.950363159179688,200.990072631835943,93.959304809570313,316.711517333984375
6.000000000000000,760.848663330078125,126.808110555013016,78.481971740722656,163.927047729492188
8.000000000000000,323.934650421142578,40.491831302642822,29.590808868408203,53.220966339111328
7.000000000000000,531.906955718994141,75.986707959856304,54.919486999511719,117.972732543945313
6.000000000000000,372.462894439697266,62.077149073282875,49.528118133544922,88.225921630859375
7.000000000000000,5486.238225936889648,783.748317990984219,21.903043746948242,1925.918823242187500
12.000000000000000,7155.133760452270508,596.261146704355838,9.159095764160156,2772.072509765625000
22.000000000000000,12343.296661376953125,561.058939153497818,103.405181884765625,1214.263427734375000
13.000000000000000,1356.318393707275391,104.332184131328873,14.512039184570313,241.769149780273438
16.000000000000000,987.510845184326172,61.719427824020386,38.011852264404297,81.003448486328125
3.000000000000000,1119.715362548828125,373.238454182942689,288.021453857421875,437.324554443359375
1.083139574961461,246.426779438141239,227.511564653991485,117.100227355957031,277.510711669921875
