datetime,RainFall,cumulativeRain,datetime,PreEvent_CumSum_mm,
10/1/2018 23:30,0,0,10/1/2018 23:30,,
10/1/2018 23:45,0,0,10/1/2018 23:45,,
10/2/2018 0:00,0,0,10/2/2018 0:00,,
10/2/2018 0:15,0,0,10/2/2018 0:15,,
10/2/2018 0:30,0,0,10/2/2018 0:30,,
10/2/2018 0:45,0,0,10/2/2018 0:45,,
10/2/2018 1:00,0,0,10/2/2018 1:00,,
10/2/2018 1:15,0.762,0.762,10/2/2018 1:15,,
10/2/2018 1:30,1.016,1.778,10/2/2018 1:30,,
10/2/2018 1:45,1.778,3.556,10/2/2018 1:45,,
10/2/2018 2:00,0.508,4.064,10/2/2018 2:00,,
10/2/2018 2:15,0,4.064,10/2/2018 2:15,,
10/2/2018 2:30,0,4.064,10/2/2018 2:30,,
10/2/2018 2:45,0,4.064,10/2/2018 2:45,,
10/2/2018 3:00,0,4.064,10/2/2018 3:00,,
10/2/2018 3:15,0,4.064,10/2/2018 3:15,,
10/2/2018 3:30,0,4.064,10/2/2018 3:30,,
10/2/2018 3:45,1.524,5.588,10/2/2018 3:45,,
10/2/2018 4:00,2.286,7.874,10/2/2018 4:00,,
10/2/2018 4:15,0,7.874,10/2/2018 4:15,,
10/2/2018 4:30,0.254,8.128,10/2/2018 4:30,,
10/2/2018 4:45,0.762,8.89,10/2/2018 4:45,,
10/2/2018 5:00,0,8.89,10/2/2018 5:00,,
10/2/2018 5:15,0,8.89,10/2/2018 5:15,,
10/2/2018 5:30,0,8.89,10/2/2018 5:30,,
10/2/2018 5:45,0,8.89,10/2/2018 5:45,,
10/2/2018 6:00,0,8.89,10/2/2018 6:00,,
10/2/2018 6:15,0,8.89,10/2/2018 6:15,,
10/2/2018 6:30,0.762,9.652,10/2/2018 6:30,,
10/2/2018 6:45,1.524,11.176,10/2/2018 6:45,,
10/2/2018 7:00,1.27,12.446,10/2/2018 7:00,,
10/2/2018 7:15,1.524,13.97,10/2/2018 7:15,,
10/2/2018 7:30,1.524,15.494,10/2/2018 7:30,,
10/2/2018 7:45,0.508,16.002,10/2/2018 7:45,,
10/2/2018 8:00,0.508,16.51,10/2/2018 8:00,,
10/2/2018 8:15,0.254,16.764,10/2/2018 8:15,,
10/2/2018 8:30,0.508,17.272,10/2/2018 8:30,,
10/2/2018 8:45,0.254,17.526,10/2/2018 8:45,,
10/2/2018 9:00,0,17.526,10/2/2018 9:00,,
10/2/2018 9:15,0,17.526,10/2/2018 9:15,,
10/2/2018 9:30,0,17.526,10/2/2018 9:30,,
10/2/2018 9:45,0,17.526,10/2/2018 9:45,,
10/2/2018 10:00,0,17.526,10/2/2018 10:00,,
10/2/2018 10:15,0,17.526,10/2/2018 10:15,,
10/2/2018 10:30,0,17.526,10/2/2018 10:30,,
10/2/2018 10:45,0,17.526,10/2/2018 10:45,,
10/2/2018 11:00,0,17.526,10/2/2018 11:00,,
10/2/2018 11:15,0,17.526,10/2/2018 11:15,,
10/2/2018 11:30,0,17.526,10/2/2018 11:30,,
10/2/2018 11:45,0,17.526,10/2/2018 11:45,,
10/2/2018 12:00,0,17.526,10/2/2018 12:00,,
10/2/2018 12:15,0,17.526,10/2/2018 12:15,,
10/2/2018 12:30,0,17.526,10/2/2018 12:30,,
10/2/2018 12:45,0,17.526,10/2/2018 12:45,,
10/2/2018 13:00,0,17.526,10/2/2018 13:00,,
10/2/2018 13:15,0,17.526,10/2/2018 13:15,,
10/2/2018 13:30,0,17.526,10/2/2018 13:30,,
10/2/2018 13:45,0,17.526,10/2/2018 13:45,,
10/2/2018 14:00,0,17.526,10/2/2018 14:00,,
10/2/2018 14:15,0,17.526,10/2/2018 14:15,,
10/2/2018 14:30,0,17.526,10/2/2018 14:30,,
10/2/2018 14:45,0,17.526,10/2/2018 14:45,,
10/2/2018 15:00,0,17.526,10/2/2018 15:00,,
10/2/2018 15:15,0,17.526,10/2/2018 15:15,,
10/2/2018 15:30,0,17.526,10/2/2018 15:30,,
10/2/2018 15:45,0,17.526,10/2/2018 15:45,,
10/2/2018 16:00,0,17.526,10/2/2018 16:00,,
10/2/2018 16:15,0,17.526,10/2/2018 16:15,,
10/2/2018 16:30,0,17.526,10/2/2018 16:30,,
10/2/2018 16:45,0,17.526,10/2/2018 16:45,,
10/2/2018 17:00,0,17.526,10/2/2018 17:00,,
10/2/2018 17:15,0,17.526,10/2/2018 17:15,,
10/2/2018 17:30,0,17.526,10/2/2018 17:30,,
10/2/2018 17:45,0,17.526,10/2/2018 17:45,,
10/2/2018 18:00,0,17.526,10/2/2018 18:00,,
10/2/2018 18:15,0,17.526,10/2/2018 18:15,,
10/2/2018 18:30,0,17.526,10/2/2018 18:30,,
10/2/2018 18:45,0,17.526,10/2/2018 18:45,,
10/2/2018 19:00,0,17.526,10/2/2018 19:00,,
10/2/2018 19:15,0,17.526,10/2/2018 19:15,,
10/2/2018 19:30,0,17.526,10/2/2018 19:30,,
10/2/2018 19:45,0,17.526,10/2/2018 19:45,,
10/2/2018 20:00,0,17.526,10/2/2018 20:00,,
10/2/2018 20:15,0,17.526,10/2/2018 20:15,,
10/2/2018 20:30,0,17.526,10/2/2018 20:30,,
10/2/2018 20:45,0,17.526,10/2/2018 20:45,,
10/2/2018 21:00,0,17.526,10/2/2018 21:00,,
10/2/2018 21:15,0,17.526,10/2/2018 21:15,,
10/2/2018 21:30,0,17.526,10/2/2018 21:30,,
10/2/2018 21:45,0,17.526,10/2/2018 21:45,,
10/2/2018 22:00,0,17.526,10/2/2018 22:00,,
10/2/2018 22:15,0,17.526,10/2/2018 22:15,,
10/2/2018 22:30,0,17.526,10/2/2018 22:30,,
10/2/2018 22:45,0,17.526,10/2/2018 22:45,,
10/2/2018 23:00,0,17.526,10/2/2018 23:00,,
10/2/2018 23:15,0,17.526,10/2/2018 23:15,,
10/2/2018 23:30,0,17.526,10/2/2018 23:30,,
10/2/2018 23:45,0,17.526,10/2/2018 23:45,,
10/3/2018 0:00,0,17.526,10/3/2018 0:00,,
10/3/2018 0:15,0,17.526,10/3/2018 0:15,,
10/3/2018 0:30,0,17.526,10/3/2018 0:30,,
10/3/2018 0:45,0,17.526,10/3/2018 0:45,,
10/3/2018 1:00,0,17.526,10/3/2018 1:00,,
10/3/2018 1:15,0,17.526,10/3/2018 1:15,,
10/3/2018 1:30,0,17.526,10/3/2018 1:30,,
10/3/2018 1:45,0,17.526,10/3/2018 1:45,,
10/3/2018 2:00,1.778,19.304,10/3/2018 2:00,,
10/3/2018 2:15,1.27,20.574,10/3/2018 2:15,,
10/3/2018 2:30,0,20.574,10/3/2018 2:30,,
10/3/2018 2:45,0,20.574,10/3/2018 2:45,,
10/3/2018 3:00,0,20.574,10/3/2018 3:00,,
10/3/2018 3:15,0,20.574,10/3/2018 3:15,,
10/3/2018 3:30,0,20.574,10/3/2018 3:30,,
10/3/2018 3:45,0,20.574,10/3/2018 3:45,,
10/3/2018 4:00,0,20.574,10/3/2018 4:00,,
10/3/2018 4:15,0,20.574,10/3/2018 4:15,,
10/3/2018 4:30,0,20.574,10/3/2018 4:30,,
10/3/2018 4:45,0,20.574,10/3/2018 4:45,,
10/3/2018 5:00,0,20.574,10/3/2018 5:00,,
10/3/2018 5:15,0,20.574,10/3/2018 5:15,,
10/3/2018 5:30,0,20.574,10/3/2018 5:30,,
10/3/2018 5:45,0,20.574,10/3/2018 5:45,,
10/3/2018 6:00,0,20.574,10/3/2018 6:00,,
10/3/2018 6:15,0,20.574,10/3/2018 6:15,,
10/3/2018 6:30,0,20.574,10/3/2018 6:30,,
10/3/2018 6:45,0,20.574,10/3/2018 6:45,,
10/3/2018 7:00,0,20.574,10/3/2018 7:00,,
10/3/2018 7:15,0,20.574,10/3/2018 7:15,,
10/3/2018 7:30,0,20.574,10/3/2018 7:30,,
10/3/2018 7:45,0,20.574,10/3/2018 7:45,,
10/3/2018 8:00,0,20.574,10/3/2018 8:00,,
10/3/2018 8:15,0,20.574,10/3/2018 8:15,,
10/3/2018 8:30,0,20.574,10/3/2018 8:30,,
10/3/2018 8:45,0,20.574,10/3/2018 8:45,,
10/3/2018 9:00,0,20.574,10/3/2018 9:00,,
10/3/2018 9:15,0,20.574,10/3/2018 9:15,,
10/3/2018 9:30,0,20.574,10/3/2018 9:30,,
10/3/2018 9:45,0,20.574,10/3/2018 9:45,,
10/3/2018 10:00,0,20.574,10/3/2018 10:00,,
10/3/2018 10:15,0,20.574,10/3/2018 10:15,,
10/3/2018 10:30,0,20.574,10/3/2018 10:30,,
10/3/2018 10:45,0,20.574,10/3/2018 10:45,,
10/3/2018 11:00,0,20.574,10/3/2018 11:00,,
10/3/2018 11:15,0,20.574,10/3/2018 11:15,,
10/3/2018 11:30,0,20.574,10/3/2018 11:30,,
10/3/2018 11:45,0,20.574,10/3/2018 11:45,,
10/3/2018 12:00,0,20.574,10/3/2018 12:00,,
10/3/2018 12:15,0,20.574,10/3/2018 12:15,,
10/3/2018 12:30,0,20.574,10/3/2018 12:30,,
10/3/2018 12:45,0,20.574,10/3/2018 12:45,,
10/3/2018 13:00,0,20.574,10/3/2018 13:00,,
10/3/2018 13:15,0,20.574,10/3/2018 13:15,,
10/3/2018 13:30,0,20.574,10/3/2018 13:30,,
10/3/2018 13:45,0.508,21.082,10/3/2018 13:45,,
10/3/2018 14:00,0.762,21.844,10/3/2018 14:00,,
10/3/2018 14:15,0,21.844,10/3/2018 14:15,,
10/3/2018 14:30,0,21.844,10/3/2018 14:30,,
10/3/2018 14:45,0,21.844,10/3/2018 14:45,,
10/3/2018 15:00,0,21.844,10/3/2018 15:00,,
10/3/2018 15:15,0,21.844,10/3/2018 15:15,,
10/3/2018 15:30,0,21.844,10/3/2018 15:30,,
10/3/2018 15:45,0,21.844,10/3/2018 15:45,,
10/3/2018 16:00,0,21.844,10/3/2018 16:00,,
10/3/2018 16:15,0,21.844,10/3/2018 16:15,,
10/3/2018 16:30,0,21.844,10/3/2018 16:30,,
10/3/2018 16:45,0,21.844,10/3/2018 16:45,,
10/3/2018 17:00,0,21.844,10/3/2018 17:00,,
10/3/2018 17:15,0,21.844,10/3/2018 17:15,,
10/3/2018 17:30,0,21.844,10/3/2018 17:30,,
10/3/2018 17:45,0,21.844,10/3/2018 17:45,,
10/3/2018 18:00,0,21.844,10/3/2018 18:00,,
10/3/2018 18:15,0,21.844,10/3/2018 18:15,,
10/3/2018 18:30,0,21.844,10/3/2018 18:30,,
10/3/2018 18:45,0,21.844,10/3/2018 18:45,,
10/3/2018 19:00,0,21.844,10/3/2018 19:00,,
10/3/2018 19:15,0,21.844,10/3/2018 19:15,,
10/3/2018 19:30,0,21.844,10/3/2018 19:30,,
10/3/2018 19:45,0,21.844,10/3/2018 19:45,,
10/3/2018 20:00,0,21.844,10/3/2018 20:00,,
10/3/2018 20:15,0,21.844,10/3/2018 20:15,,
10/3/2018 20:30,0,21.844,10/3/2018 20:30,,
10/3/2018 20:45,0,21.844,10/3/2018 20:45,,
10/3/2018 21:00,0,21.844,10/3/2018 21:00,,
10/3/2018 21:15,0,21.844,10/3/2018 21:15,,
10/3/2018 21:30,0,21.844,10/3/2018 21:30,,
10/3/2018 21:45,0,21.844,10/3/2018 21:45,,
10/3/2018 22:00,0,21.844,10/3/2018 22:00,,
10/3/2018 22:15,0,21.844,10/3/2018 22:15,,
10/3/2018 22:30,0,21.844,10/3/2018 22:30,,
10/3/2018 22:45,0,21.844,10/3/2018 22:45,,
10/3/2018 23:00,0,21.844,10/3/2018 23:00,,
10/3/2018 23:15,0,21.844,10/3/2018 23:15,,
10/3/2018 23:30,0,21.844,10/3/2018 23:30,,
10/3/2018 23:45,0,21.844,10/3/2018 23:45,,
10/4/2018 0:00,0,21.844,10/4/2018 0:00,,
10/4/2018 0:15,0,21.844,10/4/2018 0:15,,
10/4/2018 0:30,0,21.844,10/4/2018 0:30,,
10/4/2018 0:45,0,21.844,10/4/2018 0:45,,
10/4/2018 1:00,0,21.844,10/4/2018 1:00,,
10/4/2018 1:15,0,21.844,10/4/2018 1:15,,
10/4/2018 1:30,0,21.844,10/4/2018 1:30,,
10/4/2018 1:45,0,21.844,10/4/2018 1:45,,
10/4/2018 2:00,0,21.844,10/4/2018 2:00,,
10/4/2018 2:15,0,21.844,10/4/2018 2:15,,
10/4/2018 2:30,0,21.844,10/4/2018 2:30,,
10/4/2018 2:45,0,21.844,10/4/2018 2:45,,
10/4/2018 3:00,0,21.844,10/4/2018 3:00,,
10/4/2018 3:15,0,21.844,10/4/2018 3:15,,
10/4/2018 3:30,0,21.844,10/4/2018 3:30,,
10/4/2018 3:45,0,21.844,10/4/2018 3:45,,
10/4/2018 4:00,0,21.844,10/4/2018 4:00,,
10/4/2018 4:15,0,21.844,10/4/2018 4:15,,
10/4/2018 4:30,0,21.844,10/4/2018 4:30,,
10/4/2018 4:45,0,21.844,10/4/2018 4:45,,
10/4/2018 5:00,0,21.844,10/4/2018 5:00,,
10/4/2018 5:15,0,21.844,10/4/2018 5:15,,
10/4/2018 5:30,0,21.844,10/4/2018 5:30,,
10/4/2018 5:45,0,21.844,10/4/2018 5:45,,
10/4/2018 6:00,0,21.844,10/4/2018 6:00,,
10/4/2018 6:15,0,21.844,10/4/2018 6:15,,
10/4/2018 6:30,0,21.844,10/4/2018 6:30,,
10/4/2018 6:45,0,21.844,10/4/2018 6:45,,
10/4/2018 7:00,0,21.844,10/4/2018 7:00,,
10/4/2018 7:15,0,21.844,10/4/2018 7:15,,
10/4/2018 7:30,0,21.844,10/4/2018 7:30,,
10/4/2018 7:45,0,21.844,10/4/2018 7:45,,
10/4/2018 8:00,0,21.844,10/4/2018 8:00,,
10/4/2018 8:15,0,21.844,10/4/2018 8:15,,
10/4/2018 8:30,0,21.844,10/4/2018 8:30,,
10/4/2018 8:45,0,21.844,10/4/2018 8:45,,
10/4/2018 9:00,0,21.844,10/4/2018 9:00,,
10/4/2018 9:15,0,21.844,10/4/2018 9:15,,
10/4/2018 9:30,0,21.844,10/4/2018 9:30,,
10/4/2018 9:45,0,21.844,10/4/2018 9:45,,
10/4/2018 10:00,0,21.844,10/4/2018 10:00,,
10/4/2018 10:15,1.27,23.114,10/4/2018 10:15,,
10/4/2018 10:30,1.27,24.384,10/4/2018 10:30,,
10/4/2018 10:45,0.762,25.146,10/4/2018 10:45,,
10/4/2018 11:00,0.254,25.4,10/4/2018 11:00,,
10/4/2018 11:15,0,25.4,10/4/2018 11:15,,
10/4/2018 11:30,0,25.4,10/4/2018 11:30,,
10/4/2018 11:45,0,25.4,10/4/2018 11:45,,
10/4/2018 12:00,0,25.4,10/4/2018 12:00,,
10/4/2018 12:15,0,25.4,10/4/2018 12:15,,
10/4/2018 12:30,0,25.4,10/4/2018 12:30,,
10/4/2018 12:45,0,25.4,10/4/2018 12:45,,
10/4/2018 13:00,0,25.4,10/4/2018 13:00,,
10/4/2018 13:15,0,25.4,10/4/2018 13:15,,
10/4/2018 13:30,0,25.4,10/4/2018 13:30,,
10/4/2018 13:45,0,25.4,10/4/2018 13:45,,
10/4/2018 14:00,0,25.4,10/4/2018 14:00,,
10/4/2018 14:15,0,25.4,10/4/2018 14:15,,
10/4/2018 14:30,0,25.4,10/4/2018 14:30,,
10/4/2018 14:45,0,25.4,10/4/2018 14:45,,
10/4/2018 15:00,0,25.4,10/4/2018 15:00,,
10/4/2018 15:15,0,25.4,10/4/2018 15:15,,
10/4/2018 15:30,0,25.4,10/4/2018 15:30,,
10/4/2018 15:45,0,25.4,10/4/2018 15:45,,
10/4/2018 16:00,0,25.4,10/4/2018 16:00,,
10/4/2018 16:15,0,25.4,10/4/2018 16:15,,
10/4/2018 16:30,0,25.4,10/4/2018 16:30,,
10/4/2018 16:45,0,25.4,10/4/2018 16:45,,
10/4/2018 17:00,0,25.4,10/4/2018 17:00,,
10/4/2018 17:15,0,25.4,10/4/2018 17:15,,
10/4/2018 17:30,0,25.4,10/4/2018 17:30,,
10/4/2018 17:45,0,25.4,10/4/2018 17:45,,
10/4/2018 18:00,0,25.4,10/4/2018 18:00,,
10/4/2018 18:15,0,25.4,10/4/2018 18:15,,
10/4/2018 18:30,0,25.4,10/4/2018 18:30,,
10/4/2018 18:45,0,25.4,10/4/2018 18:45,,
10/4/2018 19:00,0,25.4,10/4/2018 19:00,,
10/4/2018 19:15,0,25.4,10/4/2018 19:15,,
10/4/2018 19:30,0,25.4,10/4/2018 19:30,,
10/4/2018 19:45,0,25.4,10/4/2018 19:45,,
10/4/2018 20:00,0,25.4,10/4/2018 20:00,,
10/4/2018 20:15,0,25.4,10/4/2018 20:15,,
10/4/2018 20:30,0,25.4,10/4/2018 20:30,,
10/4/2018 20:45,0,25.4,10/4/2018 20:45,,
10/4/2018 21:00,0,25.4,10/4/2018 21:00,,
10/4/2018 21:15,0,25.4,10/4/2018 21:15,,
10/4/2018 21:30,0,25.4,10/4/2018 21:30,,
10/4/2018 21:45,0,25.4,10/4/2018 21:45,,
10/4/2018 22:00,0,25.4,10/4/2018 22:00,,
10/4/2018 22:15,0,25.4,10/4/2018 22:15,,
10/4/2018 22:30,0,25.4,10/4/2018 22:30,,
10/4/2018 22:45,0,25.4,10/4/2018 22:45,,
10/4/2018 23:00,0,25.4,10/4/2018 23:00,,
10/4/2018 23:15,0,25.4,10/4/2018 23:15,,
10/4/2018 23:30,0,25.4,10/4/2018 23:30,,
10/4/2018 23:45,0,25.4,10/4/2018 23:45,,
10/5/2018 0:00,0,25.4,10/5/2018 0:00,,
10/5/2018 0:15,0,25.4,10/5/2018 0:15,,
10/5/2018 0:30,0,25.4,10/5/2018 0:30,,
10/5/2018 0:45,0,25.4,10/5/2018 0:45,,
10/5/2018 1:00,0,25.4,10/5/2018 1:00,,
10/5/2018 1:15,0,25.4,10/5/2018 1:15,,
10/5/2018 1:30,0,25.4,10/5/2018 1:30,,
10/5/2018 1:45,0,25.4,10/5/2018 1:45,,
10/5/2018 2:00,0,25.4,10/5/2018 2:00,,
10/5/2018 2:15,0,25.4,10/5/2018 2:15,,
10/5/2018 2:30,0,25.4,10/5/2018 2:30,,
10/5/2018 2:45,0,25.4,10/5/2018 2:45,,
10/5/2018 3:00,0,25.4,10/5/2018 3:00,,
10/5/2018 3:15,0,25.4,10/5/2018 3:15,,
10/5/2018 3:30,0,25.4,10/5/2018 3:30,,
10/5/2018 3:45,0,25.4,10/5/2018 3:45,,
10/5/2018 4:00,0,25.4,10/5/2018 4:00,,
10/5/2018 4:15,0,25.4,10/5/2018 4:15,,
10/5/2018 4:30,0,25.4,10/5/2018 4:30,,
10/5/2018 4:45,0,25.4,10/5/2018 4:45,,
10/5/2018 5:00,0,25.4,10/5/2018 5:00,,
10/5/2018 5:15,0,25.4,10/5/2018 5:15,,
10/5/2018 5:30,0,25.4,10/5/2018 5:30,,
10/5/2018 5:45,0,25.4,10/5/2018 5:45,,
10/5/2018 6:00,0,25.4,10/5/2018 6:00,,
10/5/2018 6:15,0,25.4,10/5/2018 6:15,,
10/5/2018 6:30,0,25.4,10/5/2018 6:30,,
10/5/2018 6:45,0,25.4,10/5/2018 6:45,,
10/5/2018 7:00,0,25.4,10/5/2018 7:00,,
10/5/2018 7:15,0,25.4,10/5/2018 7:15,,
10/5/2018 7:30,0,25.4,10/5/2018 7:30,,
10/5/2018 7:45,0,25.4,10/5/2018 7:45,,
10/5/2018 8:00,0,25.4,10/5/2018 8:00,,
10/5/2018 8:15,0,25.4,10/5/2018 8:15,,
10/5/2018 8:30,0,25.4,10/5/2018 8:30,,
10/5/2018 8:45,0,25.4,10/5/2018 8:45,,
10/5/2018 9:00,0,25.4,10/5/2018 9:00,,
10/5/2018 9:15,0,25.4,10/5/2018 9:15,,
10/5/2018 9:30,0,25.4,10/5/2018 9:30,,
10/5/2018 9:45,0,25.4,10/5/2018 9:45,,
10/5/2018 10:00,0,25.4,10/5/2018 10:00,,
10/5/2018 10:15,0,25.4,10/5/2018 10:15,,
10/5/2018 10:30,0,25.4,10/5/2018 10:30,,
10/5/2018 10:45,0,25.4,10/5/2018 10:45,,
10/5/2018 11:00,0,25.4,10/5/2018 11:00,,
10/5/2018 11:15,0,25.4,10/5/2018 11:15,,
10/5/2018 11:30,0,25.4,10/5/2018 11:30,,
10/5/2018 11:45,0,25.4,10/5/2018 11:45,,
10/5/2018 12:00,0,25.4,10/5/2018 12:00,,
10/5/2018 12:15,0,25.4,10/5/2018 12:15,,
10/5/2018 12:30,0,25.4,10/5/2018 12:30,,
10/5/2018 12:45,0,25.4,10/5/2018 12:45,,
10/5/2018 13:00,0,25.4,10/5/2018 13:00,,
10/5/2018 13:15,0,25.4,10/5/2018 13:15,,
10/5/2018 13:30,0,25.4,10/5/2018 13:30,,
10/5/2018 13:45,0,25.4,10/5/2018 13:45,,
10/5/2018 14:00,0,25.4,10/5/2018 14:00,,
10/5/2018 14:15,0,25.4,10/5/2018 14:15,,
10/5/2018 14:30,0,25.4,10/5/2018 14:30,,
10/5/2018 14:45,0,25.4,10/5/2018 14:45,,
10/5/2018 15:00,0,25.4,10/5/2018 15:00,,
10/5/2018 15:15,0,25.4,10/5/2018 15:15,,
10/5/2018 15:30,0,25.4,10/5/2018 15:30,,
10/5/2018 15:45,0,25.4,10/5/2018 15:45,,
10/5/2018 16:00,0,25.4,10/5/2018 16:00,,
10/5/2018 16:15,0,25.4,10/5/2018 16:15,,
10/5/2018 16:30,0,25.4,10/5/2018 16:30,,
10/5/2018 16:45,0,25.4,10/5/2018 16:45,,
10/5/2018 17:00,0,25.4,10/5/2018 17:00,,
10/5/2018 17:15,0,25.4,10/5/2018 17:15,,
10/5/2018 17:30,0,25.4,10/5/2018 17:30,,
10/5/2018 17:45,0,25.4,10/5/2018 17:45,,
10/5/2018 18:00,0,25.4,10/5/2018 18:00,,
10/5/2018 18:15,0,25.4,10/5/2018 18:15,,
10/5/2018 18:30,0,25.4,10/5/2018 18:30,,
10/5/2018 18:45,0,25.4,10/5/2018 18:45,,
10/5/2018 19:00,0,25.4,10/5/2018 19:00,,
10/5/2018 19:15,0,25.4,10/5/2018 19:15,,
10/5/2018 19:30,0,25.4,10/5/2018 19:30,,
10/5/2018 19:45,0,25.4,10/5/2018 19:45,,
10/5/2018 20:00,0,25.4,10/5/2018 20:00,,
10/5/2018 20:15,0,25.4,10/5/2018 20:15,,
10/5/2018 20:30,0,25.4,10/5/2018 20:30,,
10/5/2018 20:45,0,25.4,10/5/2018 20:45,,
